Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,Time
3.8304759609452868,-0.995498645,6.726003781986401,1,3.278,534.469
3.828399404399783,-0.996327731,6.804624308817502,1,3.276,547.578
3.826609993022845,-0.996265918,6.841049855853733,1,3.275,560.641
3.8246024143409474,-0.995434708,6.886019578096048,1,3.273,573.719
3.822756320577678,-0.994106315,6.933161265981976,1,3.271,586.813
3.820908790985978,-0.995464334,7.000959062412805,1,3.27,599.969
3.8190957665514347,-0.994671763,7.045317695768369,1,3.268,613.078
3.8172831131958254,-0.995318088,7.083648583752396,1,3.266,626.141
3.8152641791490463,-0.995442914,7.129010663190527,1,3.264,639.25
3.8136637848774813,-0.996536928,7.189792086760854,1,3.262,652.36
3.8117031,-0.994996441,7.227604996389768,1,3.26,665.453
3.809907427192365,-0.996282642,7.287290052090583,1,3.258,678.469
3.807906799195623,-0.995232228,7.345077897555986,1,3.256,691.594
3.806119107,-0.9932865,7.377228607104127,1,3.254,704.719
3.8041808018263827,-0.996467148,7.4240593195253215,1,3.253,717.813
3.8023697972773256,-0.994758843,7.472801408236855,1,3.251,730.906
3.8004410050297723,-0.995432324,7.525452294819468,1,3.249,744
3.7986093978653774,-0.997639781,7.547809576054494,1,3.247,757.156
3.796598385,-0.995278621,7.607205521750932,1,3.246,770.235
3.7946730296337585,-0.996239983,7.630981284550499,1,3.244,783.281
3.792815863957842,-0.995386177,7.680971344527507,1,3.242,796.344
3.790841614490357,-0.997009964,7.721158201653575,1,3.24,809.406
3.7888287039992252,-0.995779247,7.7481279471710645,1,3.238,822.469
3.786995486891371,-0.99502996,7.806682940069068,1,3.236,835.61
3.7848459916565207,-0.9953165,7.830478455083007,1,3.234,848.719
3.782873708848514,-0.995734372,7.8602266169574495,1,3.232,861.828
3.7808485837303354,-0.995907321,7.885436181355095,1,3.23,874.891
3.7786938098152176,-0.995826285,7.916413610989186,1,3.228,887.969
3.7766835366135187,-0.995068946,7.959721784280496,1,3.226,901.063
3.774582179077702,-0.994861003,7.998292255141301,1,3.224,914.156
3.7723544104300206,-0.995928973,8.022614655135959,1,3.222,927.281
3.7701972153356764,-0.994992622,8.059762003102128,1,3.22,940.391
3.7680936713877773,-0.995308904,8.091633057842847,1,3.218,953.547
3.765989332306821,-0.995120863,8.125330273628556,1,3.216,966.594
3.7639903400410133,-0.994461511,8.173968076030494,1,3.214,979.656
3.7619612196527115,-0.99576928,8.197198798220212,1,3.212,992.719
3.759717367935965,-0.994474421,8.231139185327839,1,3.21,1005.828
3.7577617225027766,-0.994472361,8.230115067753639,1,3.207,1018.953
3.755571558674588,-0.994123695,8.255355668501602,1,3.206,1032.016
3.7536078607701238,-0.996953444,8.27964589,1,3.204,1045.078
3.7512886322023578,-0.994342041,8.298296273,1,3.201,1058.188
3.749279095316093,-0.99553552,8.325840071201606,1,3.199,1071.313
3.7470027908456234,-0.995782526,8.363321204082151,1,3.197,1084.406
3.7451682874208494,-0.996945323,8.409383018574989,1,3.195,1097.563
3.7431259403945343,-0.99567046,8.446759891639683,1,3.193,1110.625
3.7412375096260413,-0.99511065,8.449758304396237,1,3.191,1123.703
3.7390344660326815,-0.994685737,8.471811692181753,1,3.19,1136.781
3.7370668587733604,-0.996107937,8.486003041786956,1,3.187,1149.875
3.735033527196567,-0.995285534,8.496496508089924,1,3.185,1162.985
3.7332197371324507,-0.996326115,8.530907356216101,1,3.183,1176.047
3.7313638811450076,-0.99383986,8.558322853519012,1,3.181,1189.156
3.729264025285725,-0.99309745,8.585014592832911,1,3.18,1202.235
3.727398530118085,-0.994956794,8.605322182817584,1,3.178,1215.328
3.7255684928652926,-0.995759008,8.610200871608058,1,3.176,1228.516
3.723618680964378,-0.994244529,8.624214693858512,1,3.174,1241.625
3.7220126879149333,-0.995041159,8.643997358454065,1,3.172,1254.75
3.7200796422062696,-0.995401449,8.619536214,1,3.171,1267.828
3.718112634927389,-0.994841902,8.455470431742864,1,3.169,1280.875
3.7161106537969233,-0.994151973,8.220237723209046,1,3.167,1293.922
3.7138357695796187,-0.996111971,8.025831807824629,1,3.165,1307
3.711580109590676,-0.99601634,7.851163506079849,1,3.162,1320.11
3.7088908306616184,-0.994211484,7.6258328691965565,1,3.16,1333.188
3.7064322799997726,-0.995510265,7.502000270202232,1,3.158,1346.328
3.7037259277203165,-0.995912905,7.342150103324517,1,3.155,1359.453
3.701009577429229,-0.995141881,7.177924044615382,1,3.152,1372.5
3.6983343324213207,-0.997487574,7.0892261264530445,1,3.15,1385.578
3.6953488697147763,-0.996694403,7.043927477707418,1,3.147,1398.656
3.6925543600194906,-0.995332467,6.876555852848435,1,3.144,1411.735
3.6896750027953105,-0.994648191,6.768934198457415,1,3.142,1424.875
3.686627722343095,-0.995078306,6.676137520290696,1,3.139,1437.953
3.6835363226306264,-0.995411291,6.470160273943063,1,3.136,1451.063
3.6805971470056362,-0.995696831,6.395082383354739,1,3.133,1464.203
3.6777047804044383,-0.994647808,6.322070013092098,1,3.13,1477.297
3.6747282701034774,-0.994971376,6.412802534739604,1,3.127,1490.406
3.6719717756442996,-0.994667612,6.567600042506265,1,3.124,1503.531
3.6693255745081426,-0.99412998,6.626682440690733,1,3.122,1516.61
3.6668803845007294,-0.994575184,6.70811056,1,3.12,1529.656
3.6645898769615317,-0.994930118,6.760369110541842,1,3.117,1542.797
3.6625940419397294,-0.996203474,6.798377113104937,1,3.115,1555.875
3.6604347136435247,-0.994856323,6.824123529291597,1,3.113,1568.938
3.6585643595650197,-0.993809706,6.8536713757334855,1,3.11,1582.016
3.6564213125533906,-0.996352932,6.894541376041041,1,3.108,1595.156
3.654683097722957,-0.996118778,6.898831855,1,3.106,1608.203
3.652842068,-0.99600907,6.928060524843283,1,3.105,1621.313
3.650823768,-0.995223462,6.933217503588391,1,3.103,1634.453
3.6492706693259414,-0.997401194,6.9504476950247245,1,3.101,1647.531
3.6473633335840785,-0.996495048,6.987606516630149,1,3.1,1660.61
3.645829033787948,-0.996827124,7.007298182059514,1,3.098,1673.75
3.643899999619585,-0.994933093,7.026648660216888,1,3.096,1686.813
3.642440899706927,-0.994971225,7.044673370779933,1,3.094,1699.875
3.6407869362544867,-0.994329936,7.096530367808437,1,3.092,1713
3.6392628904562723,-0.993974929,7.091983188127175,1,3.09,1726.11
3.6376029892129758,-0.995817976,7.105520332465928,1,3.089,1739.188
3.636199151010372,-0.996114961,7.152313213024637,1,3.088,1752.297
3.6345819035133466,-0.995045071,7.169210123,1,3.086,1765.438
3.633074472384529,-0.99613399,7.191955334768585,1,3.084,1778.531
3.631587442617661,-0.996205714,7.213497617773301,1,3.082,1791.61
3.630157402732151,-0.996097124,7.2498527539567785,1,3.081,1804.766
3.6289464601105217,-0.994888952,7.268872978045589,1,3.08,1817.828
3.6274452595681477,-0.995132545,7.319358564826542,1,3.078,1830.922
3.6259958439446915,-0.995015585,7.339813876921313,1,3.078,1844.078
3.6247964335111935,-0.995087665,7.386537779477706,1,3.076,1857.141
3.623276523942319,-0.994022547,7.401948985169916,1,3.075,1870.203
3.621871006451532,-0.995220493,7.417450890981731,1,3.074,1883.391
3.620455027114583,-0.99722021,7.434432891,1,3.072,1896.453
3.619334392,-0.995511529,7.457925470841088,0.9998,3.071,1909.563
3.6179246505473572,-0.995379088,7.475872381859504,1,3.07,1922.625
3.616557328054139,-0.99610764,7.5195456367811335,1,3.069,1935.719
3.615108029741642,-0.995609866,7.531754041373613,1,3.068,1948.797
3.614014441750432,-0.995168627,7.557120599679972,1,3.066,1961.922
3.612673145207526,-0.99626969,7.564529257334956,1,3.065,1975.031
3.611472207668035,-0.995031063,7.591484727048545,1,3.064,1988.125
3.610250883716974,-0.993717579,7.626175267453268,1,3.063,2001.219
3.6088462641572634,-0.995398568,7.657414462074324,1,3.062,2014.344
3.607704541232534,-0.995117486,7.693010556547348,1,3.06,2027.485
3.6063978987777814,-0.995722518,7.700599588646982,1,3.06,2040.594
3.605120792369809,-0.996270488,7.726846109890522,1,3.058,2053.656
3.6039487080415795,-0.997029546,7.744277050914205,1,3.057,2066.766
3.6027942540656963,-0.99483484,7.783965272411576,1,3.056,2079.922
3.6015579118413616,-0.995235785,7.780760770985912,1,3.054,2092.969
3.6003471487832583,-0.995452592,7.832797993547363,1,3.053,2106.047
3.5990794720698536,-0.995774338,7.828663595342509,1,3.052,2119.219
3.597894442689749,-0.995175639,7.8573821535466575,1,3.051,2132.313
3.5966577933114543,-0.99511921,7.8671947044360016,1,3.05,2145.438
3.595464034092617,-0.994980431,7.904033324803994,1,3.048,2158.531
3.5943050114576676,-0.995419968,7.9292103322289105,1,3.048,2171.594
3.5930768203529175,-0.996045326,7.945056685,1,3.046,2184.703
3.592028841,-0.994854845,7.981958437737483,1,3.046,2197.766
3.5907605470370214,-0.99521017,7.988535944691643,1,3.044,2210.875
3.589696952364418,-0.994522,8.004632646802825,1,3.043,2223.969
3.5885875038658077,-0.995487613,8.028937993273097,1,3.042,2237.047
3.5873710446307046,-0.994427088,8.057898202119535,1,3.041,2250.094
3.586210110146122,-0.994461497,8.078839961085674,1,3.04,2263.25
3.585018791582806,-0.99475548,8.089568292605799,1,3.038,2276.391
3.5840171601947794,-0.994142567,8.116380508609524,1,3.038,2289.547
3.582869298325823,-0.99477816,8.150374377020546,1,3.036,2302.735
3.5817176068238727,-0.994129475,8.172067197118894,1,3.035,2315.781
3.5805678869158433,-0.994265379,8.201583678466907,1,3.034,2328.86
3.5794072153395815,-0.995008041,8.197026272073884,1,3.033,2341.891
3.5782991029185562,-0.993324898,8.219764788257084,1,3.032,2355
3.577290689746073,-0.995128661,8.233502826479539,1,3.031,2368.094
3.576158693517963,-0.994376406,8.268671945,1,3.03,2381.172
3.5750493466998514,-0.996562056,8.301435304055556,1,3.028,2394.219
3.5739879568534088,-0.993757124,8.328915484606934,1,3.028,2407.328
3.5729478836086153,-0.995662721,8.344129332065382,1,3.027,2420.438
3.5718299798606488,-0.994608337,8.375873203389485,1,3.026,2433.531
3.5709170125543466,-0.995249078,8.391727371064583,1,3.024,2446.656
3.569612282,-0.995187933,8.417643187311825,1,3.024,2459.797
3.568617068622861,-0.995323329,8.443452126354595,1,3.022,2472.875
3.5675438453435993,-0.994778138,8.476325306192667,1,3.022,2485.938
3.566512650570572,-0.994416107,8.492796629845422,1,3.02,2499.11
3.565596382904656,-0.994223511,8.512783316181316,1,3.02,2512.235
3.564504287068038,-0.995585824,8.521589174390582,1,3.018,2525.328
3.5634754003444336,-0.994689324,8.386474798207766,1,3.018,2538.453
3.5622786555168515,-0.994678936,8.1097851,1,3.016,2551.563
3.5607924718680453,-0.994335457,7.926866331271257,1,3.015,2564.672
3.5592836865405264,-0.99558194,7.7230313791141265,1,3.013,2577.719
3.557413298793106,-0.994293559,7.611477249311324,1,3.012,2590.813
3.555665005059582,-0.995037099,7.440895751789326,1,3.01,2603.875
3.553695453592202,-0.995073927,7.228894507354611,1,3.008,2617.063
3.5516709298242195,-0.994035771,7.108552982453752,1,3.006,2630.156
3.549415616584612,-0.995971222,6.991740673542078,1,3.004,2643.297
3.5474512191230727,-0.995348657,6.8630307658425505,1,3.002,2656.375
3.5452697780172833,-0.998051234,6.810625000618621,1,3,2669.469
3.5428925329547076,-0.997218159,6.7186806966943635,1,2.997,2682.516
3.5405729647023354,-0.995727862,6.684842135119057,1,2.995,2695.625
3.5383409868687274,-0.994763962,6.566989480150245,1,2.993,2708.719
3.536107816232528,-0.995848981,6.480337211,1,2.991,2721.86
3.5335907686149874,-0.995213354,6.356726719503908,1,2.989,2734.953
3.5314136887730534,-0.995464639,6.277110259876935,1,2.986,2748.047
3.529023985739061,-0.993648651,6.246106820563044,1,2.983,2761.219
3.5267368568115853,-0.995774707,6.391443820264051,1,2.981,2774.328
3.5247210276671654,-0.996393174,6.553139061,1,2.979,2787.453
3.522720675532665,-0.994616341,6.623197895390508,1,2.977,2800.5
3.52117818,-0.9950372,6.698947948169448,1,2.975,2813.578
3.5194927906893407,-0.994414097,6.777304818730721,1,2.974,2826.656
3.5181327978753525,-0.994676701,6.828531112156355,1,2.973,2839.766
3.516606148816905,-0.99323746,6.866229892000222,1,2.971,2852.891
3.5152393052882887,-0.995270969,6.9177181241960675,1,2.97,2866
3.5140180160644707,-0.995403417,6.939549753609747,1,2.969,2879.141
3.512733621117712,-0.995506374,6.983356213644738,1,2.967,2892.235
3.5116032930049923,-0.995146579,7.017733389342109,1,2.966,2905.422
3.5106769014115917,-0.994531115,7.063676629777511,1,2.965,2918.625
3.5094138198142018,-0.995100735,7.095416941446565,1,2.964,2931.766
3.508582448774273,-0.995396022,7.118356526292543,1,2.963,2944.844
3.507498912074538,-0.994574314,7.160872692958306,1,2.961,2957.938
3.5064281400654993,-0.995208697,7.2052288597627925,1,2.961,2971.016
3.505334425369491,-0.995374691,7.238210683447451,1,2.96,2984.156
3.504547784,-0.993804518,7.278152087747973,1,2.959,2997.266
3.5035981499375732,-0.995034083,7.325664768234707,1,2.958,3010.328
3.502804920612841,-0.997120056,7.377788253397238,1,2.957,3023.469
3.5018787300155116,-0.994857304,7.397144034960463,1,2.956,3036.547
3.5009717821303985,-0.995391434,7.406891237096593,1,2.955,3049.625
3.500140524791773,-0.995115181,7.451504088760228,1,2.955,3062.719
3.499212874266527,-0.995723318,7.488814549784118,1,2.953,3075.875
3.498516477412692,-0.995124497,7.541218379473689,1,2.953,3088.985
3.4977376120597645,-0.996223488,7.585405703283428,1,2.952,3102.156
3.4967819465700187,-0.996199603,7.585648800327981,1,2.951,3115.328
3.495946248401124,-0.996492227,7.647061881344153,1,2.951,3128.422
3.495189490388214,-0.995312795,7.666215446975053,1,2.949,3141.485
3.4945290642245936,-0.995999799,7.704642465237726,1,2.949,3154.594
3.4936696980341746,-0.995225686,7.761006683152262,1,2.948,3167.703
3.4930367673667986,-1.001101348,7.792101019669969,1,2.947,3180.844
3.4923282264992834,-0.994780254,7.859331457327775,1,2.947,3193.969
3.491563543275591,-0.995525882,7.876608840371361,1,2.946,3207.016
3.490625992098114,-0.995125281,7.907580870328807,1,2.945,3220.11
3.489994490717841,-0.995649782,7.939647659362787,1,2.945,3233.188
3.489338763592346,-0.995947024,7.999870648504962,1,2.944,3246.266
3.488657802959221,-0.995183974,8.027799387921185,1,2.943,3259.344
3.487890012,-0.994094664,8.028047672,1,2.943,3272.485
3.4873508254141408,-0.995894206,8.046394613461613,1,2.942,3285.563
3.486454599160414,-0.997039132,8.094251947834934,1,2.941,3298.735
3.485661118821138,-0.995091515,8.123025498422633,1,2.941,3311.828
3.4850219534636984,-0.996753911,8.146628564,1,2.94,3324.969
3.4844773236979867,-0.995513355,8.188197988293634,1,2.939,3338.125
3.4835619373669546,-0.99381245,8.202600777416047,1,2.938,3351.266
3.482921879953037,-0.99498677,8.238707979741942,1,2.937,3364.453
3.4823155874943046,-0.995752401,8.257091977863002,1,2.937,3377.625
3.481453243996021,-0.994958869,8.298195132808544,1,2.936,3390.797
3.4808453458110025,-0.995152141,8.345030761827834,1,2.935,3403.938
3.4801043082920016,-0.996273374,8.355976754650651,1,2.935,3417.078
3.4793074004689593,-0.995919519,8.375761094678865,1,2.934,3430.219
3.478656756818986,-0.994878999,8.406159206576701,1,2.933,3443.422
3.477944507632085,-0.995589118,8.42928354,1,2.933,3456.594
3.4772719953898124,-0.996826819,8.457562396402233,1,2.931,3469.719
3.476484234837369,-0.994241543,8.483589568215642,1,2.931,3482.828
3.475748716014138,-0.996722258,8.537186792834612,1,2.93,3495.922
3.4750405382214278,-0.995555044,8.544689300272355,1,2.929,3509
3.474287621471171,-0.993408477,8.569542388002116,1,2.929,3522.203
3.4734669648867538,-0.994580004,8.607966673597879,1,2.928,3535.344
3.4727372610211553,-0.9951211,8.609446409075803,1,2.927,3548.422
3.472019768,-0.995629909,8.643098730143205,1,2.927,3561.531
3.4711978181913232,-0.995761142,8.674582825880155,1,2.926,3574.625
3.470470783,-0.993302052,8.725820483780293,1,2.925,3587.735
3.4696718442479586,-0.995313592,8.727678104689083,1,2.924,3600.828
3.469000094167255,-0.994801063,8.779329061612671,1,2.923,3613.922
3.4681816821164557,-0.995259718,8.807525998504737,1,2.923,3627.063
3.4673812991586956,-0.995955625,8.838229650077436,1,2.922,3640.172
3.466777146732966,-0.995808533,8.859085177584964,1,2.921,3653.281
3.4660081456818514,-0.994315315,8.884051980908765,1,2.921,3666.391
3.4651119040439964,-0.994438424,8.909250809,1,2.92,3679.516
3.464497433780131,-0.995543554,8.941985128221027,1,2.919,3692.656
3.4635684232925383,-0.994956453,8.940032956335966,1,2.918,3705.86
3.462814187423905,-0.996335263,8.98710412,1,2.917,3718.985
3.462142725,-0.994170309,8.998776016877077,1,2.917,3732.094
3.4612679407647153,-0.997126225,9.027878156006246,1,2.916,3745.219
3.460682395050646,-0.992154925,9.054563285,1,2.915,3758.344
3.459682485501857,-0.994617915,9.096776355,1,2.914,3771.516
3.458877155773463,-0.995051776,9.097045598307535,1,2.913,3784.61
3.4580147374837664,-0.995783172,9.133877133719531,1,2.913,3797.766
3.4573000229394704,-0.994411252,9.139833178424317,1,2.912,3810.891
3.4566167493283446,-0.995153784,9.039506759825283,1,2.911,3824
3.4555095008924526,-0.995103504,8.745071054,1,2.91,3837.11
3.4539955948600243,-0.994669744,8.544638067,1,2.909,3850.156
3.4525420711144035,-0.995278226,8.408139516552344,1,2.907,3863.313
3.4509984052771165,-0.994926634,8.303959879583791,1,2.906,3876.406
3.4489511914082986,-0.99487206,8.180981447004251,1,2.904,3889.594
3.4470970180059584,-0.997270437,7.992354128160602,1,2.902,3902.672
3.4450427756993656,-0.994937701,7.873294089385614,1,2.9,3915.766
3.4427543858853493,-0.995860857,7.759185474457429,1,2.897,3928.891
3.4403751420902386,-0.995617633,7.655513641846865,1,2.895,3941.985
3.4380614221175554,-0.994934986,7.566494687076014,1,2.893,3955.047
3.4356726107968094,-0.994128694,7.432633387664149,1,2.891,3968.141
3.4330946414015693,-0.997028845,7.3111645780180945,1,2.888,3981.297
3.430388257696568,-0.996638653,7.2258469459603365,1,2.885,3994.406
3.427816729775609,-0.99471141,7.142842830506782,1,2.883,4007.563
3.425110724059222,-0.994374674,7.072860098035313,1,2.88,4020.766
3.4223248761751544,-0.99456155,7.177157616127626,1,2.878,4033.875
3.420069925,-0.996111217,7.322216432957061,1,2.875,4046.985
3.41772004,-0.994295708,7.409888208191658,1,2.873,4060.11
3.415780176838776,-0.994819866,7.513100609483744,1,2.871,4073.266
3.413945844738231,-0.995918735,7.557387058760523,1,2.869,4086.328
3.4121715512764936,-0.994836831,7.611625277517814,1,2.867,4099.422
3.4103715866795006,-0.99615782,7.682892539,1,2.865,4112.61
3.4088215211057356,-0.995137966,7.750260297040794,1,2.863,4125.703
3.407045141687982,-0.994605702,7.7839574883333595,1,2.862,4138.891
3.405573829801681,-0.995586414,7.808956358751785,1,2.86,4151.938
3.4039632453747815,-0.995043641,7.854757194333598,1,2.859,4165.078
3.4026995297336065,-0.995169494,7.9045380434053385,1,2.857,4178.219
3.4012288499984384,-0.994047202,7.903723659292115,1,2.856,4191.344
3.399836975,-0.994461222,7.946102256915054,1,2.855,4204.453
3.3986484283000316,-0.997821149,7.990589077759871,1,2.853,4217.531
3.397529930396105,-0.994999561,8.016247909291797,1,2.852,4230.641
3.3962164086861817,-0.998787926,8.022351385007191,1,2.851,4243.75
3.394770379004634,-0.996541277,8.093577153400561,1,2.849,4256.828
3.393724948549766,-0.994654694,8.136866906,1,2.848,4269.875
3.3922745235618095,-0.994969746,8.147889716331285,1,2.847,4283.047
3.391116726,-0.995894014,8.213956767,1,2.845,4296.141
3.3899532946402653,-0.993780017,8.248131435048279,1,2.845,4309.235
3.3883933066016403,-0.995080734,8.287914373034114,1,2.843,4322.36
3.3875257672228245,-0.994506568,8.326157729,1,2.842,4335.485
3.386219477067292,-0.994455604,8.351342818434334,1,2.841,4348.625
3.384998748354783,-0.996154939,8.384870053338256,1,2.84,4361.86
3.3836187641904876,-0.997217687,8.421358027,1,2.839,4375.172
3.3824072513729484,-0.996009113,8.463512842030767,1,2.837,4388.438
3.381262884828034,-0.995034078,8.502799651273532,1,2.836,4401.75
3.3800523225543575,-0.995925422,8.521798901,1,2.835,4414.985
3.3788469375317316,-0.994809688,8.591148382285652,1,2.834,4428.266
3.3775982779152276,-0.995098303,8.617344274351431,1,2.833,4441.5
3.376300113346357,-0.99521605,8.657147654183998,1,2.831,4454.703
3.3750639655760013,-0.993027649,8.704050766720341,1,2.83,4468.016
3.373951183523049,-0.995894644,8.751910151,1,2.829,4481.25
3.3726802546067054,-0.996743882,8.776369788037487,1,2.827,4494.516
3.3713763263024044,-0.995012512,8.796939623329326,1,2.826,4507.719
3.370068013,-0.996650464,8.862095970676217,1,2.825,4520.938
3.3689147528335606,-0.994869621,8.878615557856417,1,2.823,4534.219
3.367606248720394,-0.996023298,8.916783629748027,1,2.822,4547.578
3.3663434406989006,-0.997291977,8.938084886,1,2.821,4560.797
3.3648625929538123,-0.995322474,8.969858274681927,1,2.82,4574
3.3634073849939106,-0.995690032,8.992156576921106,1,2.819,4587.235
3.362040166337937,-0.994330213,9.030355582487822,1,2.817,4600.469
3.3606768344867635,-0.994823461,9.040240163348676,1,2.816,4613.719
3.359175580050265,-0.994302828,9.097750364735465,1,2.814,4626.938
3.357687888333479,-0.996046531,9.125881830741283,1,2.813,4640.203
3.356351454057462,-0.994980618,9.143516423513844,1,2.811,4653.469
3.354768698040336,-0.995923121,9.164196626164916,1,2.81,4666.797
3.353080488901673,-0.995770464,9.207747448919465,1,2.809,4679.985
3.351539152173533,-0.99494905,9.247858346017308,1,2.807,4693.266
3.3501445709661226,-0.995531633,9.283001033,1,2.805,4706.453
3.3485118077209535,-0.995432313,9.308988416448518,1,2.803,4719.703
3.346940626537693,-0.995358902,9.331577770644042,1,2.802,4732.953
3.3454029521823054,-0.995311556,9.355883419527487,1,2.801,4746.203
3.343717506023549,-0.9948107,9.382475339411753,1,2.799,4759.469
3.3419918970059226,-0.997311134,9.417092208,1,2.797,4772.719
3.340198563060068,-0.994039892,9.433677610935984,1,2.795,4786
3.338223209606903,-0.995640516,9.484025266091127,1,2.793,4799.25
3.3365835345759205,-0.996252244,9.531395149395633,1,2.792,4812.485
3.335109499518284,-0.993826078,9.553860800567326,1,2.79,4825.735
3.3331915168632786,-0.994771571,9.590396452178101,1,2.788,4838.922
3.331479794454772,-0.994491566,9.608629798136608,1,2.787,4852.125
3.3295123072297614,-0.996982053,9.645138929945173,1,2.785,4865.422
3.3275279192582565,-0.99561472,9.676228177009312,1,2.783,4878.672
3.325828116597998,-0.996769492,9.727067001276257,1,2.781,4891.985
3.3238964650887235,-0.996667734,9.748091079482334,1,2.779,4905.219
3.3216836950110897,-0.995899498,9.751833266,1,2.777,4918.453
3.3196939591176795,-0.995153949,9.791726836716649,1,2.775,4931.672
3.317580915,-0.99566337,9.837484170430141,1,2.773,4944.891
3.3154325890115723,-0.997187057,9.840941797245488,1,2.771,4958.125
3.313360051140094,-0.9950784,9.900247594393614,1,2.769,4971.375
3.311165032975942,-0.994935943,9.915566258783429,1,2.767,4984.61
3.308974471473522,-0.994687492,9.953522278525869,1,2.765,4997.844
3.306806549355666,-0.995169533,9.981366124,1,2.763,5011.094
3.3044664278815046,-0.995793432,10.027634841860223,1,2.761,5024.328
3.3022418939529774,-0.996221443,10.034497903420077,1,2.758,5037.61
3.299827992975363,-0.995018097,10.08154152349283,1,2.755,5050.906
3.297457816243593,-0.995424191,10.059615737714099,1,2.753,5064.11
3.2946615178424774,-0.995484542,9.841407965,1,2.751,5077.328
3.2915688058630304,-0.995020685,9.637265447710005,1,2.747,5090.547
3.287957250700658,-0.995946818,9.436062072733758,1,2.744,5103.781
3.284197374401378,-0.995236592,9.289643616111881,1,2.74,5117.031
3.2799764115244545,-0.995130568,9.113636596,1,2.736,5130.297
3.2757379541716674,-0.995755313,8.984968794788795,1,2.732,5143.5
3.2709358839556115,-0.995848213,8.849839192471896,1,2.727,5156.735
3.2661698943161435,-0.995184549,8.736253353673524,1,2.723,5169.969
3.2612991359396095,-0.995471214,8.652626301873083,1,2.717,5183.219
3.2559893616058466,-0.996304756,8.606338698159968,1,2.712,5196.516
3.250608240759355,-0.995344827,8.445971607193858,1,2.707,5209.813
3.244985479757389,-0.994402442,8.352157550730217,1,2.701,5223.125
3.2393202782071677,-0.992565681,8.241470213826386,1,2.696,5236.344
3.2335001156461747,-0.995459896,8.227027097986195,1,2.69,5249.656
3.2276694558380865,-0.995141015,8.200768875651661,1,2.684,5262.891
3.221682761826305,-0.995684374,8.262774755,1,2.678,5276.141
3.216138187725933,-0.995755097,8.417546650754185,1,2.673,5289.516
3.210649741962537,-0.995376621,8.487646318,1,2.667,5302.797
3.2054349879960062,-0.994760533,8.592413641813904,1,2.662,5316.078
3.2002919902838394,-0.995593067,8.673750881251491,1,2.657,5329.344
3.195219948100102,-0.994248295,8.724841346223897,1,2.652,5342.594
